"age","gender","mother.tongue","genre","amazement","solemnity","tenderness","nostalgia","calmness","power","joyful_activation","tension","sadness","liked","disliked","emotional_intensity","positive_score","negative_score","emotion_direction","sentiment_score","age_group"
16,"Female","Russian","pop",1,1,1,0,1,0,0,0,1,1,0,5,4,1,"Positive",3,"13-18"
69,"Female","German","classical",0,0,0,0,0,1,1,0,0,1,0,2,2,0,"Positive",2,"50+"
22,"Female","English","rock",1,0,0,0,1,0,1,0,0,1,0,3,3,0,"Positive",3,"19-25"
39,"Female","Dutch","pop",1,0,1,0,0,0,1,0,0,1,0,3,3,0,"Positive",3,"36-50"
31,"Male","English","electronic",0,0,0,0,0,1,1,0,0,0,1,2,2,0,"Positive",2,"26-35"
47,"Female","Dutch","classical",1,1,0,0,1,0,0,0,0,1,0,3,3,0,"Positive",3,"36-50"
25,"Male","English","electronic",0,0,0,0,1,0,0,0,0,0,1,1,1,0,"Positive",1,"19-25"
63,"Male","Dutch","classical",0,0,0,1,0,0,1,1,0,1,0,3,2,1,"Positive",1,"50+"
21,"Female","English","classical",1,0,0,0,0,1,1,0,0,1,0,3,3,0,"Positive",3,"19-25"
55,"Male","Dutch","classical",1,1,0,0,0,0,1,0,0,1,0,3,3,0,"Positive",3,"50+"
55,"Female","Dutch","pop",0,0,0,0,0,0,1,0,0,1,0,1,1,0,"Positive",1,"50+"
23,"Female","English","classical",0,0,0,0,1,0,0,0,0,0,1,1,1,0,"Positive",1,"19-25"
56,"Male","English","rock",0,0,0,1,0,0,0,0,1,0,1,2,1,1,"Neutral/Mixed",0,"50+"
25,"Male","Hungarian","pop",0,0,0,1,0,0,0,0,0,0,1,1,1,0,"Positive",1,"19-25"
35,"Male","Dutch","pop",0,0,0,0,1,0,1,0,0,1,0,2,2,0,"Positive",2,"26-35"
21,"Female","English","pop",1,0,1,0,0,0,1,0,0,1,0,3,3,0,"Positive",3,"19-25"
30,"Male","Hebrew","rock",0,0,1,0,0,0,0,0,1,0,1,2,1,1,"Neutral/Mixed",0,"26-35"
26,"Male","Russian","classical",0,0,0,0,0,1,0,0,0,1,0,1,1,0,"Positive",1,"26-35"
69,"Female","German","pop",0,0,0,0,0,0,1,1,0,1,0,2,1,1,"Neutral/Mixed",0,"50+"
19,"Male","Romanian","rock",0,1,0,0,0,1,1,0,0,1,0,3,3,0,"Positive",3,"19-25"
64,"Male","English","rock",0,0,1,0,1,0,0,1,0,1,0,3,2,1,"Positive",1,"50+"
29,"Female","English","rock",0,1,1,0,0,0,0,0,0,1,0,2,2,0,"Positive",2,"26-35"
24,"Female","Russian","electronic",0,0,0,0,0,0,0,1,0,0,1,1,0,1,"Negative",-1,"19-25"
27,"Male","English","classical",0,1,0,0,0,0,1,0,0,1,0,2,2,0,"Positive",2,"26-35"
26,"Female","Dutch","pop",1,0,1,0,0,0,0,0,0,1,0,2,2,0,"Positive",2,"26-35"
20,"Female","German","classical",1,0,0,0,0,0,0,0,0,1,0,1,1,0,"Positive",1,"19-25"
29,"Male","Dutch","classical",0,0,1,0,1,0,0,0,0,1,0,2,2,0,"Positive",2,"26-35"
51,"Female","Dutch","pop",0,0,1,0,1,0,0,0,1,0,1,3,2,1,"Positive",1,"50+"
26,"Male","Italian","electronic",0,1,0,0,1,1,0,0,0,1,0,3,3,0,"Positive",3,"26-35"
25,"Female","English","classical",0,0,1,0,1,0,0,0,0,1,0,2,2,0,"Positive",2,"19-25"
41,"Female","Dutch","classical",0,0,0,1,0,0,0,0,0,0,1,1,1,0,"Positive",1,"36-50"
50,"Female","English","rock",0,0,0,0,0,1,0,1,0,0,1,2,1,1,"Neutral/Mixed",0,"36-50"
33,"Male","Dutch","electronic",1,0,0,0,1,0,0,0,0,0,1,2,2,0,"Positive",2,"26-35"
51,"Male","English","rock",0,0,0,0,1,0,0,0,0,1,0,1,1,0,"Positive",1,"50+"
23,"Female","Russian","pop",0,0,0,0,1,0,1,0,0,1,0,2,2,0,"Positive",2,"19-25"
25,"Female","Russian","classical",0,0,1,0,1,0,0,0,0,1,0,2,2,0,"Positive",2,"19-25"
23,"Male","Ucrainian","rock",0,1,1,0,0,0,0,0,0,1,0,2,2,0,"Positive",2,"19-25"
42,"Male","English","classical",0,0,0,0,0,0,1,0,0,1,0,1,1,0,"Positive",1,"36-50"
23,"Male","English","rock",0,1,1,0,0,0,0,0,1,1,0,3,2,1,"Positive",1,"19-25"
26,"Male","English","rock",0,0,1,0,0,0,0,0,0,0,1,1,1,0,"Positive",1,"26-35"
17,"Female","Finnish","electronic",0,0,0,0,0,1,0,1,0,0,1,2,1,1,"Neutral/Mixed",0,"13-18"
51,"Female","Dutch","rock",0,0,0,0,0,1,0,1,1,0,1,3,1,2,"Negative",-1,"50+"
31,"Male","English","classical",1,0,0,0,0,1,1,0,0,1,0,3,3,0,"Positive",3,"26-35"
50,"Female","English","rock",0,0,0,1,0,1,0,1,0,0,1,3,2,1,"Positive",1,"36-50"
25,"Male","Russian","electronic",0,1,0,1,0,0,1,0,0,1,0,3,3,0,"Positive",3,"19-25"
21,"Female","English","pop",0,0,1,0,1,0,0,0,0,0,1,2,2,0,"Positive",2,"19-25"
21,"Male","Dutch","electronic",0,0,0,0,0,1,1,1,0,0,1,3,2,1,"Positive",1,"19-25"
23,"Female","German","classical",1,1,0,0,0,1,0,0,0,1,0,3,3,0,"Positive",3,"19-25"
21,"Male","Dutch","classical",0,0,0,1,0,0,0,0,0,0,1,1,1,0,"Positive",1,"19-25"
25,"Female","English","electronic",0,0,0,0,1,0,0,0,0,0,1,1,1,0,"Positive",1,"19-25"
34,"Male","English","pop",0,1,0,1,0,0,0,1,0,0,1,3,2,1,"Positive",1,"26-35"
21,"Male","Spanish","rock",1,1,0,0,0,0,1,0,0,1,0,3,3,0,"Positive",3,"19-25"
25,"Female","Russian","pop",0,0,0,0,1,0,1,0,0,0,1,2,2,0,"Positive",2,"19-25"
15,"Male","English","electronic",0,1,0,0,0,0,0,1,0,1,0,2,1,1,"Neutral/Mixed",0,"13-18"
38,"Male","Danish","rock",0,0,0,0,0,0,1,0,0,1,0,1,1,0,"Positive",1,"36-50"
35,"Male","Arabic","pop",0,0,1,0,0,0,0,0,0,0,1,1,1,0,"Positive",1,"26-35"
47,"Female","Dutch","pop",1,1,0,1,0,0,0,0,0,1,0,3,3,0,"Positive",3,"36-50"
27,"Male","Dutch","rock",0,0,0,0,0,0,0,1,0,0,1,1,0,1,"Negative",-1,"26-35"
68,"Male","English","rock",0,0,0,1,0,0,0,0,0,1,0,1,1,0,"Positive",1,"50+"
21,"Female","English","electronic",0,0,0,0,0,1,0,0,0,1,0,1,1,0,"Positive",1,"19-25"
24,"Female","Dutch","pop",0,0,0,0,0,0,0,1,0,0,1,1,0,1,"Negative",-1,"19-25"
32,"Female","Spanish","electronic",0,0,0,0,0,0,0,1,0,0,1,1,0,1,"Negative",-1,"26-35"
50,"Female","Italian","classical",1,1,0,0,1,0,0,0,0,1,0,3,3,0,"Positive",3,"36-50"
21,"Male","Russian","classical",0,0,0,0,0,0,0,1,0,0,1,1,0,1,"Negative",-1,"19-25"
63,"Male","Dutch","electronic",0,0,0,0,0,0,1,0,0,1,0,1,1,0,"Positive",1,"50+"
18,"Male","Dutch","classical",0,0,0,0,0,1,1,0,0,1,0,2,2,0,"Positive",2,"13-18"
23,"Male","English","classical",0,0,0,1,1,0,0,0,1,0,1,3,2,1,"Positive",1,"19-25"
46,"Female","Dutch","pop",0,0,0,0,1,0,0,0,0,0,1,1,1,0,"Positive",1,"36-50"
51,"Male","English","classical",0,0,0,0,1,0,0,0,0,1,0,1,1,0,"Positive",1,"50+"
29,"Male","Russian","pop",1,0,0,0,0,0,0,0,0,1,0,1,1,0,"Positive",1,"26-35"
18,"Female","Russian","pop",0,0,0,0,0,1,0,0,0,0,1,1,1,0,"Positive",1,"13-18"
48,"Female","German","pop",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Neutral/Mixed",0,"36-50"
16,"Female","Russian","rock",0,0,0,0,1,0,0,0,0,1,0,1,1,0,"Positive",1,"13-18"
43,"Female","Dutch","classical",0,0,0,1,0,0,1,0,0,0,1,2,2,0,"Positive",2,"36-50"
29,"Female","Russian","classical",0,1,0,0,0,0,0,0,0,1,0,1,1,0,"Positive",1,"26-35"
25,"Female","Russian","rock",0,0,0,0,0,0,0,0,1,1,0,1,0,1,"Negative",-1,"19-25"
29,"Female","English","classical",1,0,0,0,0,1,1,0,0,1,0,3,3,0,"Positive",3,"26-35"
29,"Female","Dutch","electronic",0,0,0,1,0,1,1,0,0,1,0,3,3,0,"Positive",3,"26-35"
25,"Female","Russian","pop",0,0,0,1,0,0,0,0,0,1,0,1,1,0,"Positive",1,"19-25"
30,"Female","English","electronic",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Neutral/Mixed",0,"26-35"
30,"Male","Italian","pop",0,0,0,0,0,0,1,0,0,1,0,1,1,0,"Positive",1,"26-35"
68,"Male","English","rock",0,0,1,1,0,0,0,0,1,1,0,3,2,1,"Positive",1,"50+"
31,"Female","Dutch","classical",0,0,0,0,0,0,0,0,1,1,0,1,0,1,"Negative",-1,"26-35"
31,"Male","Russian","classical",0,0,0,0,1,0,1,0,0,1,0,2,2,0,"Positive",2,"26-35"
21,"Female","German","pop",0,0,0,1,1,0,0,0,1,1,0,3,2,1,"Positive",1,"19-25"
45,"Male","English","pop",0,0,0,0,0,0,0,1,0,0,1,1,0,1,"Negative",-1,"36-50"
25,"Male","Dutch","pop",0,0,0,0,1,0,0,1,1,1,0,3,1,2,"Negative",-1,"19-25"
68,"Male","English","pop",0,0,1,1,0,0,0,0,0,1,0,2,2,0,"Positive",2,"50+"
45,"Male","Korean","classical",1,0,0,0,1,0,1,0,0,1,0,3,3,0,"Positive",3,"36-50"
26,"Female","English","rock",0,0,0,1,0,0,0,1,1,1,0,3,1,2,"Negative",-1,"26-35"
26,"Female","Hungarian","pop",0,1,0,1,1,0,0,0,0,1,0,3,3,0,"Positive",3,"26-35"
46,"Female","Dutch","rock",0,1,0,0,0,0,0,0,0,0,1,1,1,0,"Positive",1,"36-50"
21,"Male","Russian","electronic",0,0,0,0,1,1,0,0,0,1,0,2,2,0,"Positive",2,"19-25"
26,"Male","Italian","rock",0,0,1,0,1,0,0,0,0,1,0,2,2,0,"Positive",2,"26-35"
20,"Male","Estonian","pop",0,0,0,1,0,0,0,0,1,0,1,2,1,1,"Neutral/Mixed",0,"19-25"
19,"Male","Russian","pop",0,0,1,1,0,0,0,0,0,0,1,2,2,0,"Positive",2,"19-25"
15,"Female","Ucrainian","rock",0,0,0,0,0,0,1,1,1,1,0,3,1,2,"Negative",-1,"13-18"
22,"Female","Dutch","rock",0,0,0,0,1,1,1,0,0,1,0,3,3,0,"Positive",3,"19-25"
24,"Male","English","classical",0,0,0,1,1,0,0,0,0,1,0,2,2,0,"Positive",2,"19-25"
21,"Female","English","pop",0,0,1,0,0,0,0,0,0,0,1,1,1,0,"Positive",1,"19-25"
30,"Male","Greek","classical",0,0,0,1,1,0,0,0,0,1,0,2,2,0,"Positive",2,"26-35"
29,"Female","English","rock",0,0,1,1,0,0,0,0,0,1,0,2,2,0,"Positive",2,"26-35"
28,"Male","Russian","electronic",0,1,0,1,1,0,0,0,0,1,0,3,3,0,"Positive",3,"26-35"
46,"Female","Greek","classical",0,0,0,1,1,0,0,0,0,1,0,2,2,0,"Positive",2,"36-50"
20,"Male","Dutch","classical",0,0,0,1,1,0,0,0,1,1,0,3,2,1,"Positive",1,"19-25"
39,"Male","English","classical",0,0,0,0,0,1,1,0,0,1,0,2,2,0,"Positive",2,"36-50"
30,"Male","Dutch","classical",0,1,0,1,1,0,0,0,0,1,0,3,3,0,"Positive",3,"26-35"
31,"Male","English","electronic",0,0,0,0,1,0,0,0,1,0,1,2,1,1,"Neutral/Mixed",0,"26-35"
31,"Male","English","electronic",0,1,0,0,1,1,0,0,0,0,1,3,3,0,"Positive",3,"26-35"
28,"Female","Estonian","classical",0,0,0,0,1,0,0,0,1,1,0,2,1,1,"Neutral/Mixed",0,"26-35"
43,"Male","English","pop",0,1,0,0,0,1,0,0,0,1,0,2,2,0,"Positive",2,"36-50"
24,"Female","Dutch","pop",0,0,0,0,0,1,0,0,0,0,1,1,1,0,"Positive",1,"19-25"
62,"Male","Estonian","rock",0,0,0,1,1,0,0,0,1,1,0,3,2,1,"Positive",1,"50+"
55,"Male","German","electronic",0,1,0,0,0,1,0,0,0,1,0,2,2,0,"Positive",2,"50+"
26,"Female","Hungarian","electronic",0,1,1,0,1,0,0,0,0,1,0,3,3,0,"Positive",3,"26-35"
73,"Male","English","classical",0,1,0,0,0,0,0,1,0,1,0,2,1,1,"Neutral/Mixed",0,"50+"
33,"Male","Dutch","classical",0,0,1,1,0,0,0,0,1,1,0,3,2,1,"Positive",1,"26-35"
25,"Female","English","rock",0,0,0,0,0,0,0,0,1,0,1,1,0,1,"Negative",-1,"19-25"
39,"Male","English","classical",0,0,1,0,1,0,0,0,1,1,0,3,2,1,"Positive",1,"36-50"
23,"Male","Russian","rock",0,0,0,0,0,0,0,1,0,0,1,1,0,1,"Negative",-1,"19-25"
25,"Female","Ucrainian","electronic",0,0,0,0,0,1,0,1,0,1,0,2,1,1,"Neutral/Mixed",0,"19-25"
33,"Male","English","rock",1,0,0,0,0,1,1,0,0,1,0,3,3,0,"Positive",3,"26-35"
14,"Male","Dutch","electronic",0,0,0,1,0,0,0,0,0,0,1,1,1,0,"Positive",1,"13-18"
30,"Male","Russian","rock",0,0,1,0,0,0,0,0,0,0,1,1,1,0,"Positive",1,"26-35"
31,"Male","English","rock",0,0,0,0,0,0,0,1,1,1,0,2,0,2,"Negative",-2,"26-35"
12,"Female","Russian","rock",0,0,0,1,0,1,0,1,0,1,0,3,2,1,"Positive",1,"0-12"
25,"Female","Portuguese","electronic",0,1,0,0,0,0,0,0,0,1,0,1,1,0,"Positive",1,"19-25"
46,"Female","English","classical",0,0,1,0,0,0,0,0,0,1,0,1,1,0,"Positive",1,"36-50"
25,"Female","Russian","electronic",0,0,0,0,0,1,0,1,0,0,1,2,1,1,"Neutral/Mixed",0,"19-25"
23,"Male","Spanish","rock",0,0,0,0,1,0,1,0,0,1,0,2,2,0,"Positive",2,"19-25"
67,"Male","English","electronic",1,0,0,0,1,0,1,0,0,1,0,3,3,0,"Positive",3,"50+"
36,"Male","Italian","rock",0,0,0,0,0,0,1,0,0,1,0,1,1,0,"Positive",1,"36-50"
40,"Female","Dutch","electronic",0,0,0,1,0,0,0,1,1,0,1,3,1,2,"Negative",-1,"36-50"
20,"Male","English","classical",1,0,0,0,0,0,1,0,0,1,0,2,2,0,"Positive",2,"19-25"
20,"Male","English","classical",1,1,0,0,0,1,0,0,0,1,0,3,3,0,"Positive",3,"19-25"
56,"Male","English","rock",0,0,1,1,0,0,0,0,0,0,1,2,2,0,"Positive",2,"50+"
47,"Male","Russian","pop",0,0,0,1,0,0,1,0,0,1,0,2,2,0,"Positive",2,"36-50"
25,"Male","Turkish","pop",0,0,0,0,0,0,0,1,0,0,1,1,0,1,"Negative",-1,"19-25"
21,"Female","English","pop",0,0,1,0,0,0,1,0,0,1,0,2,2,0,"Positive",2,"19-25"
45,"Female","Dutch","electronic",0,0,0,0,0,0,1,1,0,0,1,2,1,1,"Neutral/Mixed",0,"36-50"
14,"Male","Dutch","pop",0,1,1,0,1,0,0,0,0,0,1,3,3,0,"Positive",3,"13-18"
51,"Male","Dutch","classical",0,0,0,1,0,0,0,0,0,1,0,1,1,0,"Positive",1,"50+"
47,"Female","Dutch","classical",0,1,0,1,0,0,0,0,1,1,0,3,2,1,"Positive",1,"36-50"
36,"Female","Spanish","classical",0,0,0,0,1,0,0,0,0,1,0,1,1,0,"Positive",1,"36-50"
26,"Female","Chinese","pop",0,0,1,1,1,0,0,0,0,1,0,3,3,0,"Positive",3,"26-35"
18,"Male","English","electronic",0,0,0,0,0,1,1,0,0,1,0,2,2,0,"Positive",2,"13-18"
17,"Male","Norwegian","rock",1,1,0,0,0,0,1,0,0,1,0,3,3,0,"Positive",3,"13-18"
20,"Male","Dutch","classical",0,1,0,0,0,1,0,0,0,1,0,2,2,0,"Positive",2,"19-25"
26,"Female","Russian","electronic",0,1,0,1,1,0,0,0,0,1,0,3,3,0,"Positive",3,"26-35"
23,"Female","Swedish","electronic",0,1,0,0,1,0,0,0,0,1,0,2,2,0,"Positive",2,"19-25"
34,"Male","Dutch","pop",0,0,0,1,0,0,0,1,1,0,1,3,1,2,"Negative",-1,"26-35"
28,"Female","Dutch","pop",0,0,1,0,0,0,0,0,0,1,0,1,1,0,"Positive",1,"26-35"
47,"Female","Dutch","classical",1,0,0,0,0,1,1,0,0,1,0,3,3,0,"Positive",3,"36-50"
25,"Female","English","rock",0,1,0,1,0,1,0,0,0,1,0,3,3,0,"Positive",3,"19-25"
50,"Female","English","electronic",0,1,0,0,1,0,0,0,0,1,0,2,2,0,"Positive",2,"36-50"
42,"Male","Dutch","pop",0,0,1,0,0,0,0,0,0,1,0,1,1,0,"Positive",1,"36-50"
31,"Male","English","electronic",0,0,0,1,1,0,0,0,1,1,0,3,2,1,"Positive",1,"26-35"
29,"Female","Russian","rock",1,0,0,0,0,1,1,0,0,1,0,3,3,0,"Positive",3,"26-35"
50,"Male","Dutch","pop",0,0,1,1,0,0,0,0,0,1,0,2,2,0,"Positive",2,"36-50"
59,"Female","Russian","classical",1,0,0,0,0,0,0,0,0,1,0,1,1,0,"Positive",1,"50+"
25,"Female","Russian","electronic",0,1,0,1,0,0,0,0,1,1,0,3,2,1,"Positive",1,"19-25"
56,"Male","English","rock",0,0,0,0,0,0,0,1,1,0,1,2,0,2,"Negative",-2,"50+"
23,"Male","English","rock",0,0,0,0,0,0,1,0,0,0,1,1,1,0,"Positive",1,"19-25"
23,"Male","Russian","electronic",0,1,0,0,0,0,0,0,0,1,0,1,1,0,"Positive",1,"19-25"
39,"Male","Spanish","rock",1,0,0,1,0,0,0,1,0,0,1,3,2,1,"Positive",1,"36-50"
11,"Female","Estonian","rock",0,0,0,1,1,0,0,0,1,0,1,3,2,1,"Positive",1,"0-12"
21,"Female","Russian","classical",0,1,0,0,0,0,0,1,0,0,1,2,1,1,"Neutral/Mixed",0,"19-25"
60,"Male","English","classical",0,0,1,0,1,0,0,0,0,1,0,2,2,0,"Positive",2,"50+"
27,"Male","English","rock",0,0,0,1,1,0,0,0,1,0,1,3,2,1,"Positive",1,"26-35"
19,"Female","Russian","classical",0,0,0,0,1,1,0,0,1,1,0,3,2,1,"Positive",1,"19-25"
48,"Male","Dutch","electronic",1,1,0,0,0,0,0,0,0,1,0,2,2,0,"Positive",2,"36-50"
18,"Male","Swedish","classical",0,1,0,0,1,1,0,0,0,1,0,3,3,0,"Positive",3,"13-18"
55,"Female","Dutch","pop",0,0,1,0,0,0,0,0,0,1,0,1,1,0,"Positive",1,"50+"
59,"Female","Dutch","classical",1,0,1,1,0,0,0,0,0,1,0,3,3,0,"Positive",3,"50+"
62,"Male","Dutch","classical",0,0,0,1,0,0,0,0,1,1,0,2,1,1,"Neutral/Mixed",0,"50+"
31,"Male","Dutch","pop",0,0,0,1,0,0,0,0,0,1,0,1,1,0,"Positive",1,"26-35"
30,"Female","English","classical",0,0,0,1,0,1,0,0,0,1,0,2,2,0,"Positive",2,"26-35"
25,"Female","Estonian","classical",0,0,0,1,0,0,0,0,1,1,0,2,1,1,"Neutral/Mixed",0,"19-25"
19,"Female","English","rock",0,0,0,0,0,0,0,1,0,0,1,1,0,1,"Negative",-1,"19-25"
30,"Male","German","classical",0,0,0,0,1,0,0,0,0,0,1,1,1,0,"Positive",1,"26-35"
70,"Female","English","classical",0,0,1,0,1,0,0,0,0,1,0,2,2,0,"Positive",2,"50+"
35,"Female","English","pop",0,1,1,0,0,0,0,0,0,1,0,2,2,0,"Positive",2,"26-35"
26,"Female","Dutch","pop",0,0,1,0,0,0,1,0,0,0,1,2,2,0,"Positive",2,"26-35"
23,"Female","English","pop",0,0,0,0,0,0,0,1,0,0,1,1,0,1,"Negative",-1,"19-25"
40,"Male","German","rock",1,0,0,0,0,0,0,1,1,0,1,3,1,2,"Negative",-1,"36-50"
26,"Male","Italian","rock",0,0,1,0,0,0,0,0,1,1,0,2,1,1,"Neutral/Mixed",0,"26-35"
42,"Female","Dutch","pop",0,0,1,0,0,1,1,0,0,1,0,3,3,0,"Positive",3,"36-50"
43,"Female","Dutch","classical",0,1,0,0,0,0,1,0,0,1,0,2,2,0,"Positive",2,"36-50"
38,"Female","Romanian","pop",0,1,0,1,0,0,0,1,0,1,0,3,2,1,"Positive",1,"36-50"
17,"Female","Finnish","rock",0,0,1,0,0,0,1,0,0,1,0,2,2,0,"Positive",2,"13-18"
49,"Male","Dutch","electronic",0,0,0,1,1,0,0,0,1,1,0,3,2,1,"Positive",1,"36-50"
42,"Male","English","electronic",0,0,0,0,0,1,0,0,0,0,1,1,1,0,"Positive",1,"36-50"
35,"Female","English","pop",0,0,0,0,1,0,0,0,0,0,1,1,1,0,"Positive",1,"26-35"
44,"Male","Arabic","classical",0,0,0,0,0,0,0,0,1,1,0,1,0,1,"Negative",-1,"36-50"
32,"Male","Greek","pop",0,1,0,0,1,0,1,0,0,1,0,3,3,0,"Positive",3,"26-35"
17,"Female","Russian","electronic",0,0,0,0,0,0,1,1,1,0,1,3,1,2,"Negative",-1,"13-18"
30,"Male","Greek","electronic",0,0,1,0,0,1,0,1,0,1,0,3,2,1,"Positive",1,"26-35"
50,"Female","English","electronic",0,0,0,1,0,1,0,0,0,1,0,2,2,0,"Positive",2,"36-50"
32,"Male","Dutch","electronic",0,0,0,0,0,0,0,0,1,1,0,1,0,1,"Negative",-1,"26-35"
16,"Female","Ucrainian","classical",0,0,0,1,0,0,0,0,0,1,0,1,1,0,"Positive",1,"13-18"
54,"Male","Italian","electronic",1,0,0,0,0,1,1,0,0,1,0,3,3,0,"Positive",3,"50+"
23,"Male","German","electronic",0,0,0,0,0,0,1,0,0,1,0,1,1,0,"Positive",1,"19-25"
26,"Female","Dutch","electronic",0,0,0,0,0,1,1,0,0,1,0,2,2,0,"Positive",2,"26-35"
35,"Male","Russian","pop",0,0,0,0,0,0,0,1,0,0,1,1,0,1,"Negative",-1,"26-35"
25,"Female","Russian","rock",0,0,0,0,1,1,1,0,0,0,1,3,3,0,"Positive",3,"19-25"
25,"Female","English","classical",0,1,0,1,0,0,0,0,1,1,0,3,2,1,"Positive",1,"19-25"
25,"Female","English","rock",0,0,0,1,0,0,1,0,0,1,0,2,2,0,"Positive",2,"19-25"
20,"Female","Italian","electronic",0,0,1,0,1,0,1,0,0,1,0,3,3,0,"Positive",3,"19-25"
43,"Male","Dutch","rock",0,0,0,0,0,1,0,0,0,0,1,1,1,0,"Positive",1,"36-50"
21,"Female","English","classical",0,1,0,0,0,0,1,1,0,1,0,3,2,1,"Positive",1,"19-25"
19,"Male","Dutch","electronic",0,0,0,0,1,0,0,0,0,0,1,1,1,0,"Positive",1,"19-25"
53,"Male","English","electronic",0,0,0,0,0,0,1,0,0,1,0,1,1,0,"Positive",1,"50+"
47,"Male","Danish","rock",0,0,0,0,0,0,0,1,0,0,1,1,0,1,"Negative",-1,"36-50"
54,"Male","Dutch","classical",0,1,0,0,0,0,0,0,0,1,0,1,1,0,"Positive",1,"50+"
30,"Male","Russian","rock",0,0,0,0,0,0,1,0,0,1,0,1,1,0,"Positive",1,"26-35"
43,"Male","English","pop",0,0,0,1,0,0,0,0,0,1,0,1,1,0,"Positive",1,"36-50"
47,"Male","Dutch","electronic",0,0,0,0,0,1,0,0,0,1,0,1,1,0,"Positive",1,"36-50"
21,"Male","Portuguese","pop",0,0,0,0,0,0,1,0,0,1,0,1,1,0,"Positive",1,"19-25"
15,"Female","English","rock",0,0,1,1,1,0,0,0,0,0,1,3,3,0,"Positive",3,"13-18"
18,"Male","Dutch","classical",0,0,0,0,1,0,0,0,0,1,0,1,1,0,"Positive",1,"13-18"
43,"Female","English","classical",0,1,0,1,0,0,0,0,1,1,0,3,2,1,"Positive",1,"36-50"
29,"Male","Russian","pop",1,0,0,1,0,0,0,0,0,1,0,2,2,0,"Positive",2,"26-35"
33,"Male","English","pop",0,1,1,1,0,0,0,0,0,1,0,3,3,0,"Positive",3,"26-35"
25,"Female","English","electronic",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Neutral/Mixed",0,"19-25"
31,"Female","English","pop",0,1,0,0,1,0,0,0,1,1,0,3,2,1,"Positive",1,"26-35"
42,"Female","Dutch","rock",0,0,1,0,1,0,1,0,0,1,0,3,3,0,"Positive",3,"36-50"
39,"Female","Italian","pop",0,0,0,1,1,0,0,0,0,1,0,2,2,0,"Positive",2,"36-50"
23,"Female","English","electronic",0,0,0,0,1,0,0,0,0,0,1,1,1,0,"Positive",1,"19-25"
23,"Male","English","rock",0,1,0,0,1,1,0,0,0,1,0,3,3,0,"Positive",3,"19-25"
26,"Male","English","rock",0,0,0,0,1,0,1,0,0,1,0,2,2,0,"Positive",2,"26-35"
28,"Female","Russian","pop",0,0,0,1,0,1,0,0,0,1,0,2,2,0,"Positive",2,"26-35"
32,"Female","Russian","rock",0,0,0,0,0,1,0,0,0,1,0,1,1,0,"Positive",1,"26-35"
52,"Female","Dutch","pop",0,0,0,1,0,0,0,0,0,1,0,1,1,0,"Positive",1,"50+"
24,"Male","Russian","pop",0,1,0,0,0,0,0,0,0,1,0,1,1,0,"Positive",1,"19-25"
37,"Female","Chinese","electronic",0,0,0,0,0,1,1,0,0,1,0,2,2,0,"Positive",2,"36-50"
31,"Female","Greek","classical",1,0,0,0,0,0,1,0,0,1,0,2,2,0,"Positive",2,"26-35"
32,"Male","Dutch","pop",0,1,0,0,1,0,0,0,0,0,1,2,2,0,"Positive",2,"26-35"
19,"Female","Dutch","rock",0,1,1,0,1,0,0,0,0,1,0,3,3,0,"Positive",3,"19-25"
20,"Female","Spanish","electronic",0,0,0,0,0,0,0,1,0,0,1,1,0,1,"Negative",-1,"19-25"
26,"Female","French","classical",1,0,0,0,0,0,1,0,0,1,0,2,2,0,"Positive",2,"26-35"
22,"Male","English","classical",0,0,0,0,0,0,0,0,1,1,0,1,0,1,"Negative",-1,"19-25"
31,"Male","Dutch","classical",0,1,0,1,1,0,0,0,0,1,0,3,3,0,"Positive",3,"26-35"
25,"Female","Russian","pop",0,0,1,0,1,0,0,0,1,0,1,3,2,1,"Positive",1,"19-25"
21,"Male","English","electronic",0,0,0,0,1,0,0,0,0,1,0,1,1,0,"Positive",1,"19-25"
51,"Female","Dutch","classical",0,0,0,1,1,0,0,0,1,0,1,3,2,1,"Positive",1,"50+"
20,"Male","English","rock",0,0,1,0,0,0,0,0,0,1,0,1,1,0,"Positive",1,"19-25"
17,"Female","French","pop",0,0,0,1,0,1,1,0,0,1,0,3,3,0,"Positive",3,"13-18"
23,"Female","Russian","electronic",0,0,0,0,0,0,0,1,1,0,1,2,0,2,"Negative",-2,"19-25"
36,"Male","Italian","classical",0,1,0,0,0,0,1,0,0,1,0,2,2,0,"Positive",2,"36-50"
45,"Female","Polish","rock",0,0,0,0,0,1,0,1,0,1,0,2,1,1,"Neutral/Mixed",0,"36-50"
43,"Male","Dutch","electronic",1,0,0,0,0,0,1,0,0,1,0,2,2,0,"Positive",2,"36-50"
26,"Male","Dutch","electronic",0,0,0,0,1,1,1,0,0,1,0,3,3,0,"Positive",3,"26-35"
22,"Male","English","classical",1,0,0,0,0,0,1,0,0,1,0,2,2,0,"Positive",2,"19-25"
67,"Male","English","classical",0,0,1,0,1,0,1,0,0,1,0,3,3,0,"Positive",3,"50+"
54,"Male","Estonian","electronic",0,1,0,0,0,0,1,0,0,1,0,2,2,0,"Positive",2,"50+"
